subject_area,subj_code,title,number,section_ids
Music Industry,MSC IND,Music and Law,104A,{5858990}
Music Industry,MSC IND,Music Documentary in History and Practice,29,{1127}
Music Industry,MSC IND,Music Industry Entrepreneurship,124,{285}
Music Industry,MSC IND,Music Industry Fundamentals,102,{5858996}
Music Industry,MSC IND,"Music, Mind, and Brain",M103,{5858982}
Music Industry,MSC IND,Music Supervision,113,{2845}
Music Industry,MSC IND,Rock/Pop Studio Ensemble,111,{5859007}
Music Industry,MSC IND,Seminar in Music Industry,101,"{5868205,2515}"
Music Industry,MSC IND,Songwriter's Workshop,112B,{2679}
Music Industry,MSC IND,The Art of Music Production,115,{5858998}
Musicology,MUSCLG,Audit Seminar: Analytical/Repertoire Topics,246,{2475}
Musicology,MUSCLG,Audit Seminar: Theoretical Topics,251,{1207}
Musicology,MUSCLG,Beatles,68,{3014}
Musicology,MUSCLG,Capstone Seminar I: Developing the Project,187A,{5865065}
Musicology,MUSCLG,Capstone Seminar II: Creating the Project,187B,{3924}
Musicology,MUSCLG,Community Internships in Music,195,{5866188}
Musicology,MUSCLG,"Critical, Cultural, and Social Theory",200B,{4716}
Musicology,MUSCLG,Dissertation Research Colloquium,299,"{2705,5864512,2706}"
Musicology,MUSCLG,Early Music Ensemble,C490T,{5861561}
Musicology,MUSCLG,Early Music Ensemble,CM90T,"{2273,5865952}"
Musicology,MUSCLG,Film and Music,7,{5862405}
Musicology,MUSCLG,Forensic Musicology,C281,{656}
Musicology,MUSCLG,Forensic Musicology,CM181,{547}
Musicology,MUSCLG,History of Western Music: Era of Church and Patron,125A,{5864544}
Musicology,MUSCLG,History of Western Music: Era of Empires and Marketplaces,125B,{571}
Musicology,MUSCLG,Honors Contracts,89HC,{3575805}
Musicology,MUSCLG,Honors Research in Music History,198,"{3336,5865984}"
Musicology,MUSCLG,Individual Studies for USIE Facilitators,188SA,{5861535}
Musicology,MUSCLG,Individual Studies for USIE Facilitators,188SB,{4090}
Musicology,MUSCLG,Individual Studies in Music History,197,{5866913}
Musicology,MUSCLG,Introduction to Musicianship,M6A,"{5864083,5864161,5864002,5863985,5864103,5864052,5864135}"
Musicology,MUSCLG,Introduction to Musicianship,M6B,"{3075,361,140,3072,3193,137,861}"
Musicology,MUSCLG,Introduction to Music Scholarship,200A,{5863023}
Musicology,MUSCLG,Introduction to Opera,35,"{5861591,4830}"
Musicology,MUSCLG,Jewish American Experience through Music,80,{1094}
Musicology,MUSCLG,Junior Variable Topics Research Seminars: History of Music--Other Topics: Seminar 1  ,191G,"{3711,5865949}"
Musicology,MUSCLG,Junior Variable Topics Research Seminars: History of Music--Other Topics: Seminar 2  ,191G,{455}
Musicology,MUSCLG,Junior Variable Topics Seminars: History of Music--Performance Practice: Body as Instrument,191P,{5862389}
Musicology,MUSCLG,"Musics, Cultures, and Their Interpretation",126,{5865041}
Musicology,MUSCLG,"Music, Sound, and Structure",127,{1815}
Musicology,MUSCLG,Popular Jewish and Israeli Music,M67,{5865965}
Musicology,MUSCLG,"Punk: Music, History, Subculture",13,{1012}
Musicology,MUSCLG,Repertory and Analysis,M201,"{4923,4308}"
Musicology,MUSCLG,Research Topics in Musicology,296,"{1436,5864538,2823}"
Musicology,MUSCLG,Selected Topics on Beatles,168,{1986}
Musicology,MUSCLG,Seminar: Analytical/Repertoire Topics: Music Nationalism as Practice and Construct,245,{5867953}
Musicology,MUSCLG,"Seminar: Analytical/Repertoire Topics: Tone and Timbre in Popular Music, Revisited: Recording and Signal Chain",245,{181}
Musicology,MUSCLG,"Seminar: Historical Topics: Sound, Symbol, Meaning: Issues in Notation, Performance, and Creation",255,{5868242}
Musicology,MUSCLG,Seminar: Theoretical Topics: Musical Afterlives,250,{2040}
Musicology,MUSCLG,UCLA Centennial Initiative: Punk U,19,{4788}
Musicology,MUSCLG,Writing about Music,12W,{5861581}
Naval Science,NAV SCI,Evolution of Warfare,103,{5864143}
Naval Science,NAV SCI,Fundamentals of Maneuver Warfare,104,{730}
Naval Science,NAV SCI,Introduction to Naval Science,1A,{5864133}
Naval Science,NAV SCI,Leadership and Ethics,102C,{5864114}
Naval Science,NAV SCI,Leadership and Management,102B,{1038}
Naval Science,NAV SCI,Naval Science Laboratory,Z,"{2966,5864121}"
Naval Science,NAV SCI,Naval Ship Systems I,1B,{5864170}
Naval Science,NAV SCI,Naval Ship Systems II,20A,{1257}
Naval Science,NAV SCI,Navigation,101A,{2808}
Near Eastern Languages,NR EAST,"Central Asian Studies: Discipline, Methods, Debates",M287,"{5864594,1565}"
Neurobiology,NEURBIO,Cellular Neurophysiology,M200F,{5863119}
Neurobiology,NEURBIO,History of Neurosciences,M169,{5030}
Neurobiology,NEURBIO,Individual Studies in Neurobiology,197,{5865048}
Neurobiology,NEURBIO,Neuroendocrinology of Reproduction,M227,{3771}
Neurobiology,NEURBIO,Variable Topics Research Seminars: Contemporary Biology,M171,{3888}
Neurology,NEURLGY,From Mad Cow to Mad Yeast: Stories of Protein Aggregation and Neurodegeneration,19,{1990520}
Neuroscience,NEUROSC,Advanced Honors Seminars: Advanced Honors Seminar for Neuroscience M119N,189,{2669943}
Neuroscience,NEUROSC,Auditory Neuroscience of Speech Perception and Vocal Communication,M176,{524}
Neuroscience,NEUROSC,Brain Made Simple: Neuroscience for 21st Century,10,{5862442}
Neuroscience,NEUROSC,Continued Directed Research in Neuroscience,199C,"{6206215,5867495}"
Neuroscience,NEUROSC,Directed Research in Neuroscience,199A,"{3227095,5868234,5868071,5868016,5867780,5868046,5867948,3554432,5867565,2636071,1984153,5867488,2795135,1696412,2706423,2770919,5867723,2297747,5867861,2224612,5868293,5867907,5867538,5868201,2286030,2365490,2405555,5867696,5867668,3227057,2525744,5867587,2636091,1696438,2660364,2660435,5868156,2660415,2308834,2224620,2525785,2297782,5868120,2122,2399535,2641811,2543166,2549122,2647794}"
Neuroscience,NEUROSC,Directed Research in Neuroscience,199B,"{2241259,2134929,2173916,2537542,5867574,2664889,5867496,2647600,2274993,1939967,5867645,2286784,5867552,5867591,2241303,1294065,2218728,2405641,2434790}"
Neuroscience,NEUROSC,Drugs of Abuse: Translational Neurobiology,C177,{3238}
Neuroscience,NEUROSC,Dynamical Systems Modeling of Physiological Processes,M135,{5867475}
Neuroscience,NEUROSC,Honors Contracts,189HC,"{5864932,3248756,3917515,2393163,5864859,5864816,5864888}"
Neuroscience,NEUROSC,Honors Research in Neuroscience,198A,"{5865039,19,5864890,5864858,2244940,5864817,2233686,5865096,5864995,2495525,2611004,2256098,2392151,2512861,3248329,5864969,79991,5865066,5865019,2398111,2426720,2792224,3212075,2780465,2576092,2495559,2233653,2384957,2357776}"
Neuroscience,NEUROSC,Honors Research in Neuroscience,198B,"{2641016,2399034,2536718,2285513,2723226,2285504,2257372,2257396,2583039}"
Neuroscience,NEUROSC,Honors Seminars: Neuroscience,191H,"{740,296}"
Neuroscience,NEUROSC,Introduction to Functional Anatomy of Central Nervous System,102,{5866407}
Neuroscience,NEUROSC,"Music, Mind, and Brain",M170,{5867470}
Neuroscience,NEUROSC,Neural Mechanisms Controlling Movement,M145,{1090}
Neuroscience,NEUROSC,Neurobiology of Sleep,CM123,{5867522}
Neuroscience,NEUROSC,Neuroscience: From Molecules to Mind--Cellular and Systems Neuroscience,M101A,{5867476}
Neuroscience,NEUROSC,Neuroscience: From Molecules to Mind--Molecular and Developmental Neuroscience,M101B,{1307}
Neuroscience,NEUROSC,Project Brainstorm: Neuroscience K-12 Outreach,192B,{461}
Neuroscience,NEUROSC,"UCLA Centennial Initiative: Neurobionics - Past, Present, and Future",19,{5867460}
Neuroscience,NEUROSC,Visual System,M119N,{1652}
Neuroscience (Graduate),NEURO,Anatomy of Central Nervous System,M203,{857}
Neuroscience (Graduate),NEURO,Cellular Neurophysiology,M202,{5866397}
Neuroscience (Graduate),NEURO,Drugs of Abuse: Translational Neurobiology,C277,{3540}
Neuroscience (Graduate),NEURO,Evaluation of Research Literature in Neuroscience,211A,{5867958}
Neuroscience (Graduate),NEURO,Introduction to Current Literature in Neuroscience,210A,{5859042}
Neuroscience (Graduate),NEURO,Introduction to Current Literature in Neuroscience,210B,{523}
Neuroscience (Graduate),NEURO,Introduction to Signal Processing for Neuroscientists,260,{1241}
Neuroscience (Graduate),NEURO,Neuroengineering,M206,{5865479}
Neuroscience (Graduate),NEURO,Phenotypic Measurement of Complex Traits,240,{5863987}
Neuroscience (Graduate),NEURO,Systems Neuroscience,205,{3061}
Neuroscience (Graduate),NEURO,Variable Topics Research Literature Seminars: Neuroscience: Current Research Topics in Neuroimaging,215,{969}
Neuroscience (Graduate),NEURO,Variable Topics Research Literature Seminars: Neuroscience: Learning and Memory,215,"{5864160,236}"
Neuroscience (Graduate),NEURO,"Variable Topics Research Literature Seminars: Neuroscience: Neural Development, Degeneration, and Repair",215,"{5859055,5859028,5859011,3068}"
Neuroscience (Graduate),NEURO,Variable Topics Research Literature Seminars: Neuroscience: Neurobehavioral Genetics,215,{73}
Neuroscience (Graduate),NEURO,"Variable Topics Research Literature Seminars: Neuroscience: Neuroendocrinology, Sex Differences, and Reproduction",215,{1145}
Neuroscience (Graduate),NEURO,Variable Topics Research Literature Seminars: Neuroscience: Neuro-Oncology Journal Club,215,{403}
Neuroscience (Graduate),NEURO,Variable Topics Research Literature Seminars: Neuroscience: Synapse to Circuit,215,"{5864301,84}"
Neuroscience (Graduate),NEURO,Variable Topics Research Literature Seminars: Neuroscience: Translational Neuroscience of Drug Abuse,215,"{5863973,1895,5863959}"
Nursing,NURSING,Adult/Gerontology Acute Advanced Assessment and Clinical Diagnosis II,444,"{5067,4397,3704,3644}"
Nursing,NURSING,Adult/Gerontology Acute Care Nurse Practitioner Practicum I,416A,"{4857,5002,3398,4667,4507}"
Nursing,NURSING,Adult/Gerontology Acute Care Nurse Practitioner Practicum III,416C,"{5859687,5859826,5859733,5859699,5859754}"
Nursing,NURSING,Adult/Gerontology Acute Care Nurse Practitioner Practicum IV,416D,"{3144,3362,756,1318,2872}"
Nursing,NURSING,Adult/Gerontology Concepts for Advanced Practice Registered Nurses in Acute Care I,216A,{1328}
Nursing,NURSING,Adult/Gerontology Concepts for Advanced Practice Registered Nurses in Acute Care III,216C,{5858825}
Nursing,NURSING,Adult/Gerontology Primary Care Nurse Practitioner Practicum I,439A,"{3593,3551}"
Nursing,NURSING,Adult/Gerontology Primary Care Nurse Practitioner Practicum III,439C,"{5866077,5866136,5866114}"
Nursing,NURSING,Adult/Gerontology Primary Care Nurse Practitioner Practicum IV,439D,"{1548,1662}"
Nursing,NURSING,Adult/Gerontology Primary Healthcare for Advanced Practice Registered Nurses I,239A,{2446}
Nursing,NURSING,Adult/Gerontology Primary Healthcare for Advanced Practice Registered Nurses III,239C,{5863194}
Nursing,NURSING,Advanced Assessment and Clinical Diagnosis for Advanced Practice Nurses,440,"{5863033,5862995,5862878,5863187,5862926,5862835,5863089,5863225,5862792,5862758,5862963,5863014,5863058}"
Nursing,NURSING,Advanced Leadership and Role Integration,168,{2880}
Nursing,NURSING,Advanced Pathophysiology for Advanced Practice Registered Nurses,231,{5861848}
Nursing,NURSING,Advanced Pathophysiology I,230A,{5861828}
Nursing,NURSING,Advanced Pathophysiology II,230B,{1640}
Nursing,NURSING,Advanced Pharmacology for Advanced Practice Registered Nurses,224,{3110}
Nursing,NURSING,Advanced Pharmacology I,225A,{562}
Nursing,NURSING,Advanced Practice Registered Nursing: Clinical Elective Independent Study,450,"{3866,5862669}"
Nursing,NURSING,Advanced Practice Registered Nursing: Clinical Nurse Specialist Practicum,445,"{5862724,2450}"
Nursing,NURSING,Advanced Qualitative Research: Grounded Theory Methodology I,205B,{5862679}
Nursing,NURSING,Advanced Qualitative Research: Grounded Theory Methodology II,205C,{3033}
Nursing,NURSING,Analytical Methods for Evidence-Based Practice,404,{3706}
Nursing,NURSING,Assessment and Management in Pediatric Chronic Care,238B,{5859695}
Nursing,NURSING,Assessment and Management in Pediatric Healthcare III,238C,{4862}
Nursing,NURSING,Assessment and Management in Pediatric Primary Care,238A,{4777}
Nursing,NURSING,Childhood Development: Research and Application to Nursing,223,{3252}
Nursing,NURSING,Clinical Internship: Integration,467,"{5075,4142,4140,4630,4139,5021,4365}"
Nursing,NURSING,Clinical Prevention and Population Health,406,{3143}
Nursing,NURSING,Clinical Scholarship for Evidence-Based Practice,402,{5858284}
Nursing,NURSING,Communication and Ethics for DNP Practice,405,{5860793}
Nursing,NURSING,Critical Review of State of Science in Nursing Research,210A,{5865045}
Nursing,NURSING,DNP Scholarly Project Course III: Project Implementation,470C,{5322}
Nursing,NURSING,DNP Scholarly Project Course II: Project Proposal,470B,{5858815}
Nursing,NURSING,Education Practicum in Nursing Practice I,496A,{5858828}
Nursing,NURSING,Education Practicum in Nursing Practice II,496B,{5212}
Nursing,NURSING,"Ethical Issues, Social Justice, and History of Nursing",250,{5865061}
Nursing,NURSING,Family Healthcare Perspectives,212,{5859641}
Nursing,NURSING,Family Nurse Practitioner Practicum I,429A,"{2867,1319,1265,2650,983}"
Nursing,NURSING,Family Nurse Practitioner Practicum III,429C,"{5859620,5859729,5859674,5859783,5859829}"
Nursing,NURSING,Family Nurse Practitioner Practicum IV,429D,"{3335,2452,1899,674,449}"
Nursing,NURSING,Foundational Concepts for Tertiary Prevention and Care of Medical-Surgical Patients and Families,162A,{1005}
Nursing,NURSING,Foundational Concepts for Tertiary Prevention and Care of Medical-Surgical Patients and Families,465A,{3751}
Nursing,NURSING,Fundamentals of Epidemiology,50,{5858829}
Nursing,NURSING,Fundamentals of Professional Nursing I,150A,{5867177}
Nursing,NURSING,Fundamentals of Professional Nursing II,150B,{3304}
Nursing,NURSING,"Global Health Elective: Globalization, Social Justice, and Human Rights",C155,{5862752}
Nursing,NURSING,"Global Health Elective: Globalization, Social Justice, and Human Rights",C255,{5860952}
Nursing,NURSING,Grant Writing II:  Scientific Proposal Development,295B,{5862194}
Nursing,NURSING,Health Promotion and Assessment across Lifespan,200,{5859564}
Nursing,NURSING,Health Promotion: Growth and Development in Culturally Diverse Populations,152A,{5868336}
Nursing,NURSING,Health Promotion: Growth and Development in Culturally Diverse Populations,252A,{2164}
Nursing,NURSING,Health Promotion: Nutrition,252B,{5167}
Nursing,NURSING,Health Promotion: Nutrition in Culturally Diverse Populations,152B,{5864045}
Nursing,NURSING,Human Diversity in Health and Illness,209,{5862725}
Nursing,NURSING,Human Physiology for Healthcare Providers,3,{1416}
Nursing,NURSING,Human Responses to Aging and Chronic Illness,232,{5264}
Nursing,NURSING,Human Responses to Critical Illness,465D,{5866947}
Nursing,NURSING,Individual Studies in Nursing,197,{2049}
Nursing,NURSING,Introduction to Nursing and Social Justice I,10,{5859615}
Nursing,NURSING,Introduction to Nursing and Social Justice II,20,{631}
Nursing,NURSING,Introduction to Nursing Research and Writing II,173W,{786}
Nursing,NURSING,Introduction to Qualitative Methods in Research,205A,{2766}
Nursing,NURSING,Maternity Nursing,462,{5862648}
Nursing,NURSING,Nursing Care of Geriatric Patients and Families,463,{5866084}
Nursing,NURSING,Nursing Concept Development,206A,{3211}
Nursing,NURSING,Nursing Education Practicum,495,{5866094}
Nursing,NURSING,Nursing Education Seminar,299D,{5859588}
Nursing,NURSING,Nursing Research Mentorship,299B,{4820}
Nursing,NURSING,Organizational and Systems Leadership for Quality Improvement,403,{4908}
Nursing,NURSING,Pathophysiology II,54B,{5862723}
Nursing,NURSING,Pediatric Nurse Practitioner Clinical Practicum II,438B,"{5858587,5858607}"
Nursing,NURSING,Pediatric Nursing,464,{5864068}
Nursing,NURSING,Pharmacology and Therapeutics,115,{1655}
Nursing,NURSING,Philosophy of Nursing Science,202,{5862683}
Nursing,NURSING,Physical Assessment,174,{5864093}
Nursing,NURSING,Primary Care Pediatric Nurse Practitioner Clinical Practicum I,438A,{2619}
Nursing,NURSING,Primary Care Pediatric Nurse Practitioner Clinical Practicum III,438C,{1064}
Nursing,NURSING,Professional Role Issues in Advanced Practice Registered Nursing,264,{4517}
Nursing,NURSING,Psychiatric Mental Health Nursing,161,{5858669}
Nursing,NURSING,Public Health Nursing,171,{1487}
Nursing,NURSING,Quality Improvement and Population-Based Quality of Practice,269,{5860928}
Nursing,NURSING,Research Apprenticeship in Nursing,196,"{4032027,2703,5859744,5859837,2307846,2296450,5859689,5859719}"
Nursing,NURSING,Research Design and Critique,204,{5862740}
Nursing,NURSING,Research in Nursing: Measurement of Outcomes,208,{5859424}
Nursing,NURSING,Scientific Underpinnings for DNP Practice,401,{5866065}
Nursing,NURSING,Special Topics in Nursing,188,{5866953}
Nursing,NURSING,State of Science in Nursing: Critical Synthesis of Literature,210B,{481}
Nursing,NURSING,System-Based Healthcare I,229A,"{5864910,5865001,5864986,5864875}"
Nursing,NURSING,System-Based Healthcare II,229B,"{1948,721,722,1223}"
Nursing,NURSING,System-Based Healthcare III,229C,"{1137,2461,2130,2129}"
Nursing,NURSING,Tertiary Prevention and Care of Complex Medical-Surgical Patients and Families,162C,{5858818}
Nursing,NURSING,Theories of Instruction and Learning in Nursing,220,{5859587}
Nursing,NURSING,Variable Topics in Nursing,288,{5859660}
Nursing,NURSING,Women's Health Primary Care,211,{2930}
Obstetrics and Gynecology,OBGYN,UCLA Centennial Initiative: History and Biology of Stem Cells,19,{1990745}
Oral Biology,ORL BIO,Anthropological Perspectives on Global Health: Implications for Oral Biology and Medicine,229B,{1624}
Oral Biology,ORL BIO,Craniofacial Growth and Development,226,{5858211}
Oral Biology,ORL BIO,"Culture, Ethnicity, and Health: Implications for Oral Biology and Medicine",229A,{5858286}
Oral Biology,ORL BIO,Fundamentals of Immunology,215A,{5858213}
Oral Biology,ORL BIO,Molecular and Cell Biology for Oral Biology Graduate Students,275,{5866063}
Oral Biology,ORL BIO,Oral Biology Seminar,260,"{1395,5858274}"
Oral Biology,ORL BIO,Proseminar: Oral Biology Research,212,{5858206}
Pathology and Laboratory Medicine,PATH,Research Topics in Pathology,296,"{5859757,1626,1625,5859836,5859790}"
Philosophy,PHILOS,Advanced Honors Seminars: Advanced Honors Seminar for Philosophy 100A,189,{5868304}
Philosophy,PHILOS,Feminist Issues in Value Theory: Lecture 1  ,167,{5862204}
Philosophy,PHILOS,Historical Introduction to Philosophy,3,{5868044}
Philosophy,PHILOS,Historical Studies in Existentialism: Lecture 1  ,177B,"{5862178,2993}"
